keyword,canonical_form,cluster_id,freq
Poultry by-products,Poultry by-products,Poultry by-products,2
Automotive industry,Automotive industry,Automotive industry,19
Policy recommendations,Policy recommendations,Policy recommendations,2
Public procurement,Public procurement,Public procurement,12
Regulatory framework,Regulatory framework,Regulatory framework,7
Tyres,Tyres,Tyres,7
collection,collection,collection,8
legal framework,legal framework,legal framework,2
Mexican Caribbean,Mexican Caribbean,Mexican Caribbean,1
Quintana Roo,Quintana Roo,Quintana Roo,1
sargasso,sargasso,sargasso,1
SWOT,SWOT,SWOT,15
Applications,Applications,Applications,13
Coffee by-products,Coffee by-products,Coffee by-products,5
Coffee husk,Coffee husk,Coffee husk,2
Coffee pulp,Coffee pulp,Coffee pulp,5
Coffee silverskin,Coffee silverskin,Coffee silverskin,5
Scientometric analysis,Scientometric analysis,Scientometric analysis,11
Spent coffee grounds,Spent coffee grounds,Spent coffee grounds,23
Black soldier fly,Black soldier fly,Black soldier fly,26
Feed conversion ratio,Feed conversion ratio,Feed conversion ratio,2
Nutritional composition,Nutritional composition,Nutritional composition,3
Side-streams,Side-streams,Side-streams,1
Waste reduction,Waste reduction,Waste reduction,30
Eco-efficiency index,Eco-efficiency index,Eco-efficiency index,1
Energy storage,Energy storage,Energy storage,22
Techno-economic analysis,Techno-economic analysis,Techno-economic analysis,52
Decarboxylation,Decarboxylation,Decarboxylation,1
Esterification,Esterification,Esterification,4
Heterogeneous biocatalysts,Heterogeneous biocatalysts,Heterogeneous biocatalysts,1
Phenolic acids,Phenolic acids,Phenolic acids,6
Brine management,Brine management,Brine management,8
Desalination,Desalination,Desalination,27
Minimum liquid discharge,Minimum liquid discharge,Minimum liquid discharge,2
Salt recovery,Salt recovery,Salt recovery,2
Zero liquid discharge,Zero liquid discharge,Zero liquid discharge,6
Ammonia,Ammonia,Ammonia,17
Cattle slurry,Cattle slurry,Cattle slurry,2
Fertilizer,Fertilizer,Fertilizer,51
Rock powder,Rock powder,Rock powder,1
Silicate,Silicate,Silicate,1
advanced manufacturing,advanced manufacturing,advanced manufacturing,2
heterogeneous catalysis,heterogeneous catalysis,heterogeneous catalysis,8
hydrogenolysis,hydrogenolysis,hydrogenolysis,6
nanomaterials,nanomaterials,nanomaterials,15
perovskites,perovskites,perovskites,3
upcycling,upcycling,upcycling,50
waste plastic,waste plastic,waste plastic,9
Beer chain,Beer chain,Beer chain,1
Beer packaging formats,Beer packaging formats,Beer packaging formats,1
Brewer's spent grain,Brewer's spent grain,Brewer's spent grain,3
Brewer's spent yeast,Brewer's spent yeast,Brewer's spent yeast,2
Carbon footprint,Carbon footprint,Carbon footprint,89
Disposal methods,Disposal methods,Disposal methods,2
Environmental impact,Environmental impact,Environmental impact,121
Hot trub,Hot trub,Hot trub,1
Post-consumer packaging waste,Post-consumer packaging waste,Post-consumer packaging waste,1
Spent hops,Spent hops,Spent hops,2
Public–private partnership,Public–private partnership,Public–private partnership,2
Solid waste,Solid waste,Solid waste,57
Zero landfill,Zero landfill,Zero landfill,1
Zero-waste city,Zero-waste city,Zero-waste city,3
biobased thermoset resin,biobased thermoset resin,biobased thermoset resin,1
biocomposites,biocomposites,biocomposites,16
chain extender,chain extender,chain extender,1
epoxidized soybean oil,epoxidized soybean oil,epoxidized soybean oil,1
hazelnut shell powder,hazelnut shell powder,hazelnut shell powder,1
malic acid,malic acid,malic acid,2
poly(butylene succinate-co-adipate),poly(butylene succinate-co-adipate),poly(butylene succinate-co-adipate),1
poly(lactic acid),poly(lactic acid),poly(lactic acid),8
succinic acid,succinic acid,succinic acid,4
Collaborative fashion consumption,Collaborative fashion consumption,Collaborative fashion consumption,1
Customer attitudes,Customer attitudes,Customer attitudes,1
Fashion marketing,Fashion marketing,Fashion marketing,1
Fashion renting,Fashion renting,Fashion renting,1
Second-hand fashion,Second-hand fashion,Second-hand fashion,1
Light electric vehicle,Light electric vehicle,Light electric vehicle,1
Delphi technique,Delphi technique,Delphi technique,5
Fuzzy DEMATEL,Fuzzy DEMATEL,Fuzzy DEMATEL,11
Palm oil,Palm oil,Palm oil,6
Circular economy (CE),Circular economy (CE),Circular economy (CE),117
Economic indicators,Economic indicators,Economic indicators,2
Monitoring,Monitoring,Monitoring,16
Water,Water,Water,39
Active filters,Active filters,Active filters,1
Biofuel,Biofuel,Biofuel,64
Digestate,Digestate,Digestate,50
Market waste,Market waste,Market waste,1
Mature landfill leachate,Mature landfill leachate,Mature landfill leachate,3
Sustainable supply chain management,Sustainable supply chain management,Sustainable supply chain management,32
Systems thinking,Systems thinking,Systems thinking,31
Theory development,Theory development,Theory development,4
Aromatic hydrocarbons,Aromatic hydrocarbons,Aromatic hydrocarbons,2
Electroactive biofilm,Electroactive biofilm,Electroactive biofilm,1
Mediator-less microbial fuel cell,Mediator-less microbial fuel cell,Mediator-less microbial fuel cell,1
Salt bridge,Salt bridge,Salt bridge,1
Voltage output,Voltage output,Voltage output,1
Electric power system,Electric power system,Electric power system,1
Environment,Environment,Environment,116
Nature-inspired optimization model,Nature-inspired optimization model,Nature-inspired optimization model,1
Solar energy integration,Solar energy integration,Solar energy integration,1
Carbon capture and storage,Carbon capture and storage,Carbon capture and storage,3
Carbon emissions,Carbon emissions,Carbon emissions,25
Carbon neutralization,Carbon neutralization,Carbon neutralization,1
Carbon peak,Carbon peak,Carbon peak,2
China,China,China,134
Climate change,Climate change,Climate change,163
Energy transformation path,Energy transformation path,Energy transformation path,1
Policy development,Policy development,Policy development,4
Renewable energy,Renewable energy,Renewable energy,165
Green technologies and products,Green technologies and products,Green technologies and products,1
Materials accelerator of progress changes,Materials accelerator of progress changes,Materials accelerator of progress changes,1
Materials activator,Materials activator,Materials activator,1
Materials science and engineering,Materials science and engineering,Materials science and engineering,1
hybrid system,hybrid system,hybrid system,1
intensification,intensification,intensification,2
Litopenaeus vannamei,Litopenaeus vannamei,Litopenaeus vannamei,2
microbial approaches,microbial approaches,microbial approaches,1
production costs,production costs,production costs,1
water quality,water quality,water quality,6
Footprint,Footprint,Footprint,2
Renewable,Renewable,Renewable,9
Supply chain,Supply chain,Supply chain,107
Lithium,Lithium,Lithium,14
Pozzolan,Pozzolan,Pozzolan,3
Agri-food sludge,Agri-food sludge,Agri-food sludge,1
EEM,EEM,EEM,1
PARAFAC,PARAFAC,PARAFAC,1
Thermogravimetry,Thermogravimetry,Thermogravimetry,5
APP performance index,APP performance index,APP performance index,2
Bank app,Bank app,Bank app,1
Circular economy thinking,Circular economy thinking,Circular economy thinking,1
Confidence interval,Confidence interval,Confidence interval,1
Fuzzy evaluation model,Fuzzy evaluation model,Fuzzy evaluation model,1
Externalities,Externalities,Externalities,5
Municipal Solid Waste,Municipal Solid Waste,Municipal Solid Waste,9
Social cost–benefit analysis,Social cost–benefit analysis,Social cost–benefit analysis,1
Technical–economic analysis,Technical–economic analysis,Technical–economic analysis,1
Chemical recycling,Chemical recycling,Chemical recycling,71
Diffusion modelling,Diffusion modelling,Diffusion modelling,2
Food law compliance,Food law compliance,Food law compliance,1
Polyethylene terephthalate beverage bottles,Polyethylene terephthalate beverage bottles,Polyethylene terephthalate beverage bottles,1
Colorimetry,Colorimetry,Colorimetry,2
Inorganic pigments,Inorganic pigments,Inorganic pigments,2
Building,Building,Building,24
Circular business model (CBM),Circular business model (CBM),Circular business model (CBM),2
Alkaline leaching,Alkaline leaching,Alkaline leaching,1
REE extraction,REE extraction,REE extraction,1
Sardinia (Italy),Sardinia (Italy),Sardinia (Italy),1
Silius mine,Silius mine,Silius mine,1
Waste materials recycling,Waste materials recycling,Waste materials recycling,1
Energy production,Energy production,Energy production,16
Shanghai,Shanghai,Shanghai,2
Aircraft fuel,Aircraft fuel,Aircraft fuel,1
LSTM,LSTM,LSTM,3
Neural network,Neural network,Neural network,2
PBCF (performance-based contingency fuel),PBCF (performance-based contingency fuel),PBCF (performance-based contingency fuel),1
Collective action,Collective action,Collective action,3
Public policy,Public policy,Public policy,13
Territories,Territories,Territories,2
Transition,Transition,Transition,40
Carbon conversion,Carbon conversion,Carbon conversion,1
CCU,CCU,CCU,10
CO<sub>2</sub> utilization,CO<sub>2</sub> utilization,CO<sub>2</sub> utilization,34
Hydrogen,Hydrogen,Hydrogen,51
Methanation,Methanation,Methanation,8
Power to gas,Power to gas,Power to gas,5
Biomimicry,Biomimicry,Biomimicry,12
Life cycle phases,Life cycle phases,Life cycle phases,1
Project management,Project management,Project management,10
Road map,Road map,Road map,1
Sustainable construction,Sustainable construction,Sustainable construction,41
DPSIR,DPSIR,DPSIR,6
Ecosystem services,Ecosystem services,Ecosystem services,24
SAF,SAF,SAF,2
Social–environmental framework,Social–environmental framework,Social–environmental framework,1
Tamsui River,Tamsui River,Tamsui River,1
Water resource,Water resource,Water resource,2
Water smart solutions,Water smart solutions,Water smart solutions,1
Alternative binders,Alternative binders,Alternative binders,1
Asphalt mixture,Asphalt mixture,Asphalt mixture,7
REOB,REOB,REOB,1
Waste materials,Waste materials,Waste materials,15
Enzymatic digestion,Enzymatic digestion,Enzymatic digestion,1
Prebiotic potential,Prebiotic potential,Prebiotic potential,1
Spent biomass,Spent biomass,Spent biomass,1
Ceramics,Ceramics,Ceramics,15
Construction materials,Construction materials,Construction materials,29
Mining waste,Mining waste,Mining waste,27
Mining-contaminated soils,Mining-contaminated soils,Mining-contaminated soils,1
Potentially toxic elements,Potentially toxic elements,Potentially toxic elements,6
Retention of potentially toxic elements,Retention of potentially toxic elements,Retention of potentially toxic elements,2
Biorefining pathway,Biorefining pathway,Biorefining pathway,1
Energy analysis,Energy analysis,Energy analysis,3
Integrated approach,Integrated approach,Integrated approach,3
ball milling,ball milling,ball milling,2
circular materials,circular materials,circular materials,4
electronic industries,electronic industries,electronic industries,1
nanosilicon,nanosilicon,nanosilicon,1
recycling photovoltaic panels,recycling photovoltaic panels,recycling photovoltaic panels,1
Critical raw material,Critical raw material,Critical raw material,10
E-Waste,E-Waste,E-Waste,13
Extended producer responsibility,Extended producer responsibility,Extended producer responsibility,41
Human-centred design,Human-centred design,Human-centred design,2
Personas,Personas,Personas,1
Sustainable sanitation,Sustainable sanitation,Sustainable sanitation,3
Wastewater technologies,Wastewater technologies,Wastewater technologies,1
Diffusivity,Diffusivity,Diffusivity,1
Hydrofluorocarbons,Hydrofluorocarbons,Hydrofluorocarbons,1
Hydrofluoroolefins,Hydrofluoroolefins,Hydrofluoroolefins,1
Ionic liquids,Ionic liquids,Ionic liquids,14
Membrane separation,Membrane separation,Membrane separation,4
Solubility,Solubility,Solubility,8
Innovative fabrics,Innovative fabrics,Innovative fabrics,1
Scale development,Scale development,Scale development,5
Sustainable fashion,Sustainable fashion,Sustainable fashion,19
Young customers,Young customers,Young customers,1
Key enabling technologies,Key enabling technologies,Key enabling technologies,3
Twin transition,Twin transition,Twin transition,4
case study,case study,case study,38
compost,compost,compost,24
food waste,food waste,food waste,96
municipal solid waste (MSW),municipal solid waste (MSW),municipal solid waste (MSW),9
systems thinking,systems thinking,systems thinking,17
Nitrogen,Nitrogen,Nitrogen,36
Sewage,Sewage,Sewage,7
Anaerobic co-digestion,Anaerobic co-digestion,Anaerobic co-digestion,17
Biofuels,Biofuels,Biofuels,70
Cheese whey,Cheese whey,Cheese whey,14
Disassembly planner design,Disassembly planner design,Disassembly planner design,1
Disassembly strategy optimization,Disassembly strategy optimization,Disassembly strategy optimization,1
Electric vehicle battery,Electric vehicle battery,Electric vehicle battery,7
Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,29
Associative Democracy,Associative Democracy,Associative Democracy,1
institutions,institutions,institutions,4
practices,practices,practices,12
rethinking democratic socialism: principles,rethinking democratic socialism: principles,rethinking democratic socialism: principles,1
Cooperation of public,Cooperation of public,Cooperation of public,1
Participatory action research,Participatory action research,Participatory action research,4
Private and community sectors,Private and community sectors,Private and community sectors,1
Sustainable self-managed,Sustainable self-managed,Sustainable self-managed,1
